report_investigation_date,county,age_group,sex,case_count
2020-04-09,MARION,50-59,F,18
2020-04-09,MARION,50-59,U,1
2020-04-09,MARION,40-49,F,17
2020-04-09,MARION,50-59,M,16
2020-04-09,MARION,20-29,M,10
2020-04-09,MARION,60-69,U,1
2020-04-09,MARION,70-79,F,12
2020-04-09,MARION,80+,M,10
2020-04-09,MARION,30-39,M,7
2020-04-09,MARION,0-19,M,1
2020-04-09,MARION,40-49,M,11
2020-04-09,MARION,60-69,M,17
2020-04-09,MARION,20-29,F,19
2020-04-09,MARION,60-69,F,18
2020-04-09,MARION,80+,F,17
2020-04-09,MARION,70-79,M,6
2020-04-09,MARSHALL,60-69,M,1
2020-04-09,MIAMI,40-49,M,1
2020-04-09,MONROE,60-69,F,1
2020-04-09,MONROE,30-39,M,1
2020-04-09,MONROE,50-59,F,1
2020-04-09,MONROE,80+,M,1
2020-04-09,MONROE,40-49,M,2
2020-04-09,MONROE,60-69,M,2
2020-04-09,MONROE,70-79,M,2
2020-04-09,MONROE,80+,F,1
2020-04-09,MONTGOMERY,30-39,M,1
2020-04-09,MONTGOMERY,30-39,F,1
2020-04-09,MORGAN,0-19,M,1
2020-04-09,MORGAN,80+,F,1
2020-04-09,MORGAN,30-39,F,2
2020-04-09,MORGAN,50-59,M,2
2020-04-09,MORGAN,70-79,M,1
2020-04-09,NOBLE,50-59,F,1
2020-04-09,NOBLE,40-49,F,1
2020-04-09,ORANGE,20-29,F,1
2020-04-09,PARKE,50-59,F,1
2020-04-09,PERRY,30-39,M,1
2020-04-09,PERRY,50-59,M,1
2020-04-09,PERRY,50-59,F,1
2020-04-09,PORTER,60-69,M,1
2020-04-09,PUTNAM,60-69,M,1
2020-04-09,PUTNAM,30-39,F,1
2020-04-09,RANDOLPH,40-49,F,1
2020-04-09,RIPLEY,50-59,F,1
2020-04-09,RIPLEY,40-49,M,1
2020-04-09,RIPLEY,20-29,F,1
2020-04-09,RIPLEY,60-69,F,1
2020-04-09,SHELBY,20-29,F,1
2020-04-09,SHELBY,80+,M,1
2020-04-09,ST JOSEPH,80+,F,1
2020-04-09,ST JOSEPH,80+,M,1
2020-04-09,ST JOSEPH,60-69,F,1
2020-04-09,ST JOSEPH,70-79,M,1
2020-04-09,ST JOSEPH,40-49,F,1
2020-04-09,ST JOSEPH,20-29,F,2
2020-04-09,ST JOSEPH,30-39,F,1
2020-04-09,ST JOSEPH,30-39,M,2
2020-04-09,ST JOSEPH,50-59,M,2
2020-04-09,ST JOSEPH,50-59,F,2
2020-04-09,ST JOSEPH,70-79,F,1
2020-04-09,ST JOSEPH,40-49,M,1
2020-04-09,STARKE,50-59,F,1
2020-04-09,STARKE,60-69,M,1
2020-04-09,TIPPECANOE,40-49,F,1
2020-04-09,VANDERBURGH,50-59,F,1
2020-04-09,VANDERBURGH,30-39,F,1
2020-04-09,VANDERBURGH,70-79,F,1
2020-04-09,VIGO,70-79,F,1
2020-04-09,VIGO,30-39,M,1
2020-04-09,VIGO,80+,F,1
2020-04-09,WABASH,50-59,F,1
2020-04-09,WARRICK,50-59,M,1
2020-04-09,WARRICK,40-49,F,1
2020-04-09,WARRICK,50-59,F,1
2020-04-09,WHITLEY,50-59,M,1
2020-04-09,WHITLEY,50-59,F,1
2020-04-10,ALLEN,40-49,F,1
2020-04-10,ALLEN,80+,F,1
2020-04-10,ALLEN,0-19,F,1
2020-04-10,ALLEN,20-29,F,1
2020-04-10,ALLEN,50-59,F,1
2020-04-10,ALLEN,60-69,M,1
2020-04-10,ALLEN,70-79,F,2
2020-04-10,ALLEN,50-59,M,1
2020-04-10,ALLEN,70-79,M,2
2020-04-10,ALLEN,60-69,F,3
2020-04-10,ALLEN,80+,M,3
2020-04-10,BARTHOLOMEW,20-29,F,3
2020-04-10,BARTHOLOMEW,40-49,F,9
2020-04-10,BARTHOLOMEW,70-79,M,2
2020-04-10,BARTHOLOMEW,30-39,F,1
2020-04-10,BARTHOLOMEW,20-29,M,1
2020-04-10,BARTHOLOMEW,40-49,M,2
2020-04-10,BARTHOLOMEW,60-69,F,1
2020-04-10,BARTHOLOMEW,60-69,M,3
2020-04-10,BARTHOLOMEW,50-59,F,3
2020-04-10,BLACKFORD,60-69,M,1
2020-04-10,BOONE,60-69,M,3
2020-04-10,BOONE,50-59,M,1
2020-04-10,BOONE,50-59,F,1
2020-04-10,BOONE,70-79,F,1
2020-04-10,BOONE,30-39,F,1
2020-04-10,BOONE,70-79,M,2
2020-04-10,BOONE,60-69,F,1
2020-04-10,BOONE,80+,F,3
2020-04-10,BROWN,60-69,M,1
2020-04-10,BROWN,50-59,M,1
2020-04-10,BROWN,60-69,F,2
2020-04-10,CARROLL,30-39,F,1
2020-04-10,CASS,20-29,M,1
2020-04-10,CASS,60-69,F,1
2020-04-10,CASS,70-79,F,1
2020-04-10,CASS,50-59,F,1
2020-04-10,CLARK,20-29,M,1
2020-04-10,CLARK,60-69,F,1
2020-04-10,CLARK,50-59,U,1
2020-04-10,CLARK,30-39,M,1
2020-04-10,CLARK,70-79,F,1
2020-04-10,DECATUR,50-59,M,1
2020-04-10,DECATUR,70-79,M,1
2020-04-10,DECATUR,80+,M,1
2020-04-10,DECATUR,60-69,F,2
2020-04-10,DECATUR,80+,F,1
2020-04-10,DECATUR,40-49,F,1
2020-04-10,DELAWARE,30-39,F,1
2020-04-10,DELAWARE,40-49,F,1
2020-04-10,DELAWARE,50-59,F,2
2020-04-10,DELAWARE,80+,M,2
2020-04-10,DUBOIS,70-79,M,1
2020-04-10,ELKHART,30-39,F,1
2020-04-10,ELKHART,50-59,M,1
2020-04-10,ELKHART,30-39,M,1
2020-04-10,ELKHART,70-79,F,1
2020-04-10,ELKHART,20-29,M,1
2020-04-10,ELKHART,40-49,F,1
2020-04-10,ELKHART,60-69,F,1
2020-04-10,FAYETTE,30-39,F,1
2020-04-10,FLOYD,70-79,F,2
2020-04-10,FLOYD,50-59,F,2
2020-04-10,FLOYD,60-69,U,1
2020-04-10,FLOYD,20-29,F,1
2020-04-10,FLOYD,80+,F,1
2020-04-10,FLOYD,40-49,F,1
2020-04-10,FRANKLIN,40-49,F,1
2020-04-10,FRANKLIN,80+,M,1
2020-04-10,GRANT,60-69,F,2
2020-04-10,GRANT,30-39,M,1
2020-04-10,HAMILTON,40-49,M,1
2020-04-10,HAMILTON,30-39,F,1
2020-04-10,HAMILTON,40-49,F,1
2020-04-10,HAMILTON,80+,M,3
2020-04-10,HAMILTON,80+,F,2
2020-04-10,HAMILTON,70-79,M,1
2020-04-10,HAMILTON,60-69,M,1
2020-04-10,HAMILTON,20-29,M,1
2020-04-10,HANCOCK,50-59,F,1
2020-04-10,HANCOCK,50-59,M,1
2020-04-10,HANCOCK,80+,F,1
2020-04-10,HARRISON,50-59,M,2
2020-04-10,HARRISON,80+,U,1
2020-04-10,HARRISON,80+,F,1
2020-04-10,HENDRICKS,60-69,M,2
2020-04-10,HENDRICKS,50-59,M,1
2020-04-10,HENDRICKS,80+,M,1
2020-04-10,HENDRICKS,20-29,F,2
2020-04-10,HENDRICKS,40-49,M,3
2020-04-10,HENDRICKS,40-49,F,1
2020-04-10,HENDRICKS,70-79,M,1
2020-04-10,HENDRICKS,20-29,M,1
2020-04-10,HENDRICKS,60-69,F,2
2020-04-10,HENDRICKS,80+,F,1
2020-04-10,HOWARD,20-29,F,1
2020-04-10,JACKSON,40-49,F,2
2020-04-10,JACKSON,70-79,M,1
2020-04-10,JACKSON,20-29,F,2
2020-04-10,JACKSON,30-39,F,2
2020-04-10,JACKSON,20-29,M,1
2020-04-10,JASPER,40-49,F,1
2020-04-10,JEFFERSON,60-69,M,1
2020-04-10,JEFFERSON,40-49,M,1
2020-04-10,JENNINGS,60-69,F,1
2020-04-10,JENNINGS,50-59,M,3
2020-04-10,JENNINGS,60-69,M,1
2020-04-10,JENNINGS,50-59,F,1
2020-04-10,JENNINGS,30-39,F,1
2020-04-10,JENNINGS,0-19,F,1
2020-04-10,JOHNSON,80+,F,1
2020-04-10,JOHNSON,30-39,F,1
2020-04-10,JOHNSON,60-69,F,2
2020-04-10,JOHNSON,20-29,F,1
2020-04-10,JOHNSON,30-39,M,2
2020-04-10,JOHNSON,50-59,F,2
2020-04-10,JOHNSON,70-79,F,1
2020-04-10,JOHNSON,20-29,M,2
2020-04-10,JOHNSON,40-49,M,2
2020-04-10,JOHNSON,80+,M,2
2020-04-10,JOHNSON,60-69,M,2
2020-04-10,KOSCIUSKO,80+,F,1
2020-04-10,LAGRANGE,40-49,M,1
2020-04-10,LAGRANGE,50-59,M,1
2020-04-10,LAKE,50-59,F,12
2020-04-10,LAKE,70-79,M,2
2020-04-10,LAKE,40-49,M,9
2020-04-10,LAKE,70-79,F,4
2020-04-10,LAKE,40-49,F,19
2020-04-10,LAKE,80+,M,2
2020-04-10,LAKE,30-39,M,6
2020-04-10,LAKE,20-29,M,7
2020-04-10,LAKE,30-39,F,10
2020-04-10,LAKE,60-69,F,7
2020-04-10,LAKE,60-69,M,9
2020-04-10,LAKE,20-29,F,6
2020-04-10,LAKE,80+,F,2
2020-04-10,LAKE,50-59,M,4
2020-04-10,LAPORTE,30-39,F,1
2020-04-10,LAWRENCE,40-49,F,1
2020-04-10,LAWRENCE,30-39,F,1
2020-04-10,LAWRENCE,20-29,F,1
2020-04-10,LAWRENCE,70-79,F,1
2020-04-10,MADISON,50-59,M,3
2020-04-10,MADISON,50-59,F,1
2020-04-10,MADISON,30-39,F,1
2020-04-10,MADISON,40-49,F,2
2020-04-10,MADISON,40-49,M,1
2020-04-10,MADISON,80+,M,1
2020-04-10,MADISON,20-29,F,1
2020-04-10,MADISON,70-79,F,6
2020-04-10,MADISON,60-69,M,2
2020-04-10,MADISON,70-79,M,2
2020-04-10,MADISON,60-69,F,4
2020-04-10,MADISON,80+,F,6
2020-04-10,MARION,60-69,F,7
2020-04-10,MARION,40-49,M,10
2020-04-10,MARION,20-29,F,7
2020-04-10,MARION,40-49,F,10
2020-04-10,MARION,50-59,F,12
2020-04-10,MARION,70-79,M,10
2020-04-10,MARION,60-69,M,11
2020-04-10,MARION,50-59,M,13
2020-04-10,MARION,0-19,M,1
2020-04-10,MARION,80+,F,15
2020-04-10,MARION,20-29,M,7
2020-04-10,MARION,30-39,F,12
2020-04-10,MARION,30-39,M,5
2020-04-10,MARION,70-79,F,5
2020-04-10,MARION,50-59,U,1
2020-04-10,MARION,40-49,U,1
2020-04-10,MARION,80+,M,10
2020-04-10,MIAMI,30-39,F,1
2020-04-10,MONROE,50-59,M,1
2020-04-10,MONROE,80+,F,1
2020-04-10,MONROE,50-59,F,1
2020-04-10,MONROE,70-79,M,1
2020-04-10,MONROE,60-69,F,1
2020-04-10,MONTGOMERY,60-69,F,1
2020-04-10,MORGAN,70-79,F,1
2020-04-10,MORGAN,50-59,M,1
2020-04-10,MORGAN,40-49,F,1
2020-04-10,MORGAN,50-59,F,2
2020-04-10,NEWTON,40-49,F,1
2020-04-10,NEWTON,40-49,M,1
2020-04-10,ORANGE,50-59,F,1
2020-04-10,ORANGE,60-69,F,2
2020-04-10,PARKE,50-59,M,1
2020-04-10,PORTER,70-79,M,1
2020-04-10,PORTER,50-59,F,1
2020-04-10,PORTER,30-39,M,2
2020-04-10,PORTER,30-39,F,2
2020-04-10,PORTER,60-69,F,1
2020-04-10,PORTER,40-49,M,1
2020-04-10,PORTER,20-29,F,1
2020-04-10,PORTER,50-59,M,3
2020-04-10,PORTER,40-49,F,1
2020-04-10,PUTNAM,80+,M,1
2020-04-10,PUTNAM,80+,F,1
2020-04-10,RIPLEY,60-69,F,1
2020-04-10,RUSH,20-29,F,1
2020-04-10,SCOTT,20-29,F,2
2020-04-10,SCOTT,20-29,M,1
2020-04-10,SHELBY,60-69,M,1
2020-04-10,SHELBY,30-39,F,1
2020-04-10,SHELBY,40-49,F,2
2020-04-10,SPENCER,20-29,F,1
2020-04-10,ST JOSEPH,40-49,M,3
2020-04-10,ST JOSEPH,50-59,F,2
2020-04-10,ST JOSEPH,50-59,M,1
2020-04-10,ST JOSEPH,20-29,M,1
2020-04-10,ST JOSEPH,40-49,F,2
2020-04-10,ST JOSEPH,30-39,F,2
2020-04-10,ST JOSEPH,60-69,F,1
2020-04-10,ST JOSEPH,60-69,M,1
2020-04-10,ST JOSEPH,20-29,F,1
2020-04-10,SULLIVAN,60-69,M,1
2020-04-10,TIPPECANOE,70-79,M,1
2020-04-10,VANDERBURGH,20-29,M,1
2020-04-10,VANDERBURGH,50-59,F,1
2020-04-10,VIGO,40-49,F,1
2020-04-10,WARRICK,70-79,F,2
2020-04-10,WHITLEY,80+,M,1
2020-04-11,ADAMS,60-69,M,1
2020-04-11,ALLEN,70-79,M,3
2020-04-11,ALLEN,20-29,F,1
2020-04-11,ALLEN,40-49,F,1
2020-04-11,ALLEN,80+,M,5
2020-04-11,ALLEN,80+,F,2
2020-04-11,BARTHOLOMEW,40-49,F,1
2020-04-11,BENTON,50-59,M,1
2020-04-11,BENTON,20-29,M,1
2020-04-11,BOONE,60-69,F,1
2020-04-11,BOONE,80+,F,1
2020-04-11,BOONE,80+,M,1
2020-04-11,BOONE,70-79,M,1
2020-04-11,BOONE,50-59,F,1
2020-04-11,BOONE,40-49,F,1
2020-04-11,CASS,30-39,M,1
2020-04-11,CLARK,50-59,M,1
2020-04-11,CLARK,80+,F,1
2020-04-11,CLARK,50-59,F,1
2020-04-11,CLARK,70-79,M,2
2020-04-11,CLARK,60-69,M,1
2020-04-11,CLINTON,40-49,F,1
2020-04-11,DAVIESS,40-49,M,1
2020-04-11,DEARBORN,60-69,F,1
2020-04-11,DECATUR,60-69,F,1
2020-04-11,DECATUR,60-69,M,1
2020-04-11,DECATUR,40-49,F,1
2020-04-11,DECATUR,70-79,F,1
2020-04-11,DELAWARE,0-19,F,1
2020-04-11,DELAWARE,80+,M,2
2020-04-11,DELAWARE,50-59,M,1
2020-04-11,DUBOIS,30-39,F,2
2020-04-11,ELKHART,40-49,F,1
2020-04-11,ELKHART,0-19,M,1
2020-04-11,ELKHART,40-49,M,2
2020-04-11,ELKHART,20-29,F,1
2020-04-11,ELKHART,80+,M,1
2020-04-11,ELKHART,20-29,M,2
2020-04-11,ELKHART,50-59,M,2
2020-04-11,ELKHART,50-59,F,1
2020-04-11,ELKHART,30-39,M,1
2020-04-11,FLOYD,50-59,F,1
2020-04-11,FLOYD,30-39,F,1
2020-04-11,FLOYD,60-69,M,1
2020-04-11,FLOYD,40-49,F,1
2020-04-11,FRANKLIN,20-29,F,1
2020-04-11,FRANKLIN,0-19,F,1
2020-04-11,FRANKLIN,70-79,F,1
2020-04-11,FRANKLIN,40-49,M,1
2020-04-11,GRANT,30-39,F,1
2020-04-11,GREENE,80+,M,1
2020-04-11,GREENE,70-79,F,1
2020-04-11,GREENE,50-59,F,1
2020-04-11,GREENE,60-69,F,1
2020-04-11,HAMILTON,30-39,F,4
2020-04-11,HAMILTON,80+,F,1
2020-04-11,HAMILTON,80+,M,2
2020-04-11,HAMILTON,30-39,M,4
2020-04-11,HAMILTON,40-49,M,4
2020-04-11,HAMILTON,20-29,F,4
2020-04-11,HAMILTON,70-79,M,1
2020-04-11,HAMILTON,50-59,F,1
2020-04-11,HAMILTON,60-69,M,4
2020-04-11,HAMILTON,70-79,F,2
2020-04-11,HAMILTON,40-49,F,3
2020-04-11,HAMILTON,50-59,M,1
2020-04-11,HANCOCK,80+,F,1
2020-04-11,HANCOCK,30-39,M,1
2020-04-11,HANCOCK,40-49,F,2
2020-04-11,HANCOCK,60-69,M,1
2020-04-11,HANCOCK,50-59,F,1
2020-04-11,HANCOCK,80+,M,1
2020-04-11,HARRISON,50-59,M,1
2020-04-11,HENDRICKS,50-59,M,1
2020-04-11,HENDRICKS,30-39,M,1
2020-04-11,HENDRICKS,40-49,F,3
2020-04-11,HENDRICKS,80+,F,3
2020-04-11,HENDRICKS,30-39,F,1
2020-04-11,HENDRICKS,70-79,F,1
2020-04-11,HENDRICKS,40-49,M,2
2020-04-11,HENDRICKS,20-29,F,1
2020-04-11,HENDRICKS,60-69,M,2
2020-04-11,HENRY,50-59,M,1
2020-04-11,JACKSON,20-29,F,2
2020-04-11,JACKSON,40-49,M,2
2020-04-11,JACKSON,50-59,F,1
2020-04-11,JACKSON,30-39,F,1
2020-04-11,JENNINGS,60-69,M,1
2020-04-11,JENNINGS,40-49,F,1
2020-04-11,JOHNSON,60-69,M,3
2020-04-11,JOHNSON,50-59,M,2
2020-04-11,JOHNSON,0-19,M,1
2020-04-11,JOHNSON,50-59,F,3
2020-04-11,JOHNSON,40-49,F,2
2020-04-11,JOHNSON,20-29,F,4
2020-04-11,JOHNSON,60-69,F,1
2020-04-11,JOHNSON,80+,M,1
2020-04-11,JOHNSON,20-29,M,2
2020-04-11,JOHNSON,30-39,F,3
2020-04-11,JOHNSON,0-19,F,1
2020-04-11,JOHNSON,80+,F,3
2020-04-11,JOHNSON,70-79,F,1
2020-04-11,KNOX,70-79,F,1
2020-04-11,KNOX,40-49,M,1
2020-04-11,KOSCIUSKO,40-49,M,1
2020-04-11,LAGRANGE,50-59,F,1
2020-04-11,LAKE,60-69,F,15
2020-04-11,LAKE,40-49,M,3
2020-04-11,LAKE,30-39,M,2
2020-04-11,LAKE,50-59,F,10
2020-04-11,LAKE,80+,M,2
2020-04-11,LAKE,70-79,M,4
2020-04-11,LAKE,30-39,F,3
2020-04-11,LAKE,20-29,F,5
2020-04-11,LAKE,0-19,F,1
2020-04-11,LAKE,0-19,M,1
2020-04-11,LAKE,70-79,F,1
2020-04-11,LAKE,60-69,M,2
2020-04-11,LAKE,50-59,M,4
2020-04-11,LAKE,80+,F,2
2020-04-11,LAKE,40-49,F,11
2020-04-11,LAPORTE,50-59,F,1
2020-04-11,LAPORTE,40-49,F,1
2020-04-11,LAWRENCE,60-69,M,1
2020-04-11,LAWRENCE,80+,F,2
2020-04-11,LAWRENCE,50-59,M,1
2020-04-11,LAWRENCE,30-39,F,1
2020-04-11,MADISON,30-39,M,1
2020-04-11,MADISON,80+,F,2
2020-04-11,MADISON,50-59,M,2
2020-04-11,MADISON,50-59,F,3
2020-04-11,MADISON,20-29,F,2
2020-04-11,MADISON,80+,M,1
2020-04-11,MADISON,70-79,F,2
2020-04-11,MADISON,60-69,M,1
2020-04-11,MADISON,40-49,F,3
2020-04-11,MADISON,70-79,M,2
2020-04-11,MARION,40-49,F,17
2020-04-11,MARION,30-39,U,1
2020-04-11,MARION,0-19,M,1
2020-04-11,MARION,70-79,F,7
2020-04-11,MARION,50-59,M,10
2020-04-11,MARION,50-59,F,17
2020-04-11,MARION,30-39,F,12
2020-04-11,MARION,0-19,F,1
2020-04-11,MARION,60-69,F,18
2020-04-11,MARION,20-29,M,3
2020-04-11,MARION,30-39,M,6
2020-04-11,MARION,80+,M,6
2020-04-11,MARION,60-69,M,10
2020-04-11,MARION,70-79,M,5
2020-04-11,MARION,20-29,F,16
2020-04-11,MARION,80+,F,14
2020-04-11,MARION,40-49,M,7
2020-04-11,MARSHALL,20-29,M,1
2020-04-11,MARSHALL,80+,U,1
2020-04-11,MARSHALL,50-59,M,1
2020-04-11,MARSHALL,40-49,M,1
2020-04-11,MARSHALL,40-49,F,1
2020-04-11,MARTIN,60-69,F,1
2020-04-11,MARTIN,20-29,F,1
2020-04-11,MARTIN,30-39,F,1
2020-04-11,MIAMI,50-59,F,1
2020-04-11,MONROE,60-69,F,1
2020-04-11,MONROE,50-59,M,2
2020-04-11,MONROE,70-79,M,1
2020-04-11,MONROE,60-69,M,2
2020-04-11,MONROE,70-79,F,1
2020-04-11,MONROE,80+,F,1
2020-04-11,MORGAN,60-69,F,1
2020-04-11,MORGAN,30-39,F,1
2020-04-11,MORGAN,20-29,M,1
2020-04-11,MORGAN,40-49,M,3
2020-04-11,NEWTON,80+,F,4
2020-04-11,NEWTON,70-79,M,2
2020-04-11,NEWTON,60-69,M,3
2020-04-11,NEWTON,80+,M,5
2020-04-11,NEWTON,50-59,M,2
2020-04-11,NEWTON,60-69,F,2
2020-04-11,ORANGE,30-39,F,1
2020-04-11,OWEN,50-59,F,1
2020-04-11,PIKE,70-79,M,1
2020-04-11,PORTER,80+,M,1
2020-04-11,PORTER,70-79,F,1
2020-04-11,PORTER,20-29,U,2
2020-04-11,PORTER,40-49,F,1
2020-04-11,PORTER,50-59,F,1
2020-04-11,PORTER,20-29,M,2
2020-04-11,PORTER,0-19,F,1
2020-04-11,PORTER,60-69,M,1
2020-04-11,PUTNAM,80+,F,1
2020-04-11,RANDOLPH,50-59,M,1
2020-04-11,RUSH,70-79,M,1
2020-04-11,RUSH,50-59,M,1
2020-04-11,SCOTT,50-59,F,1
2020-04-11,SHELBY,80+,M,1
2020-04-11,SHELBY,50-59,F,1
2020-04-11,SHELBY,50-59,M,1
2020-04-11,SHELBY,70-79,F,1
2020-04-11,SPENCER,20-29,F,1
2020-04-11,ST JOSEPH,40-49,M,1
2020-04-11,ST JOSEPH,70-79,M,1
2020-04-11,ST JOSEPH,40-49,U,1
2020-04-11,ST JOSEPH,20-29,F,2
2020-04-11,ST JOSEPH,80+,F,2
2020-04-11,STARKE,20-29,M,1
2020-04-11,SULLIVAN,40-49,F,1
2020-04-11,TIPPECANOE,80+,M,1
2020-04-11,TIPPECANOE,40-49,F,1
2020-04-11,TIPPECANOE,40-49,M,1
2020-04-11,VANDERBURGH,0-19,F,1
2020-04-11,VANDERBURGH,60-69,F,1
2020-04-11,VIGO,40-49,M,1
2020-04-11,WARREN,70-79,F,1
2020-04-11,WARRICK,40-49,M,1
2020-04-11,WASHINGTON,60-69,F,1
2020-04-11,WELLS,0-19,M,1
2020-04-12,ALLEN,60-69,F,2
2020-04-12,ALLEN,20-29,F,4
2020-04-12,ALLEN,50-59,M,1
2020-04-12,ALLEN,40-49,F,2
2020-04-12,BARTHOLOMEW,50-59,M,1
2020-04-12,CASS,30-39,F,2
2020-04-12,CASS,30-39,M,1
2020-04-12,CASS,20-29,M,1
2020-04-12,CASS,60-69,U,1
2020-04-12,CLARK,20-29,M,1
2020-04-12,CLARK,50-59,M,1
2020-04-12,CLARK,60-69,F,1
2020-04-12,CLARK,50-59,F,2
2020-04-12,CLARK,70-79,M,1
2020-04-12,CLAY,60-69,M,1
2020-04-12,CLINTON,50-59,F,1
2020-04-12,DECATUR,80+,M,1
2020-04-12,DECATUR,40-49,M,1
2020-04-12,DEKALB,40-49,F,1
2020-04-12,DELAWARE,60-69,F,2
2020-04-12,DELAWARE,40-49,M,1
2020-04-12,ELKHART,40-49,F,1
2020-04-12,ELKHART,20-29,F,1
2020-04-12,ELKHART,40-49,M,1
2020-04-12,ELKHART,60-69,F,1
2020-04-12,ELKHART,30-39,F,1
2020-04-12,FLOYD,50-59,M,1
2020-04-12,FLOYD,40-49,M,1
2020-04-12,FRANKLIN,70-79,M,1
2020-04-12,GRANT,60-69,F,1
2020-04-12,GREENE,60-69,F,2
2020-04-12,GREENE,80+,M,2
2020-04-12,GREENE,80+,F,1
2020-04-12,HAMILTON,40-49,M,3
2020-04-12,HAMILTON,80+,F,1
2020-04-12,HAMILTON,60-69,F,1
2020-04-12,HAMILTON,30-39,F,1
2020-04-12,HAMILTON,20-29,F,2
2020-04-12,HAMILTON,40-49,F,3
2020-04-12,HAMILTON,70-79,F,1
2020-04-12,HAMILTON,50-59,M,1
2020-04-12,HANCOCK,30-39,F,1
2020-04-12,HARRISON,60-69,M,1
2020-04-12,HARRISON,50-59,F,1
2020-04-12,HENDRICKS,40-49,M,1
2020-04-12,HENDRICKS,80+,F,2
2020-04-12,HENDRICKS,30-39,M,5
2020-04-12,HENDRICKS,70-79,F,5
2020-04-12,HENDRICKS,40-49,F,1
2020-04-12,HENDRICKS,70-79,M,1
2020-04-12,HENDRICKS,60-69,F,1
2020-04-12,HENDRICKS,20-29,M,1
2020-04-12,HOWARD,30-39,F,1
2020-04-12,HOWARD,50-59,F,1
2020-04-12,JAY,50-59,F,1
2020-04-12,JAY,50-59,M,1
2020-04-12,JAY,60-69,M,1
2020-04-12,JOHNSON,50-59,F,1
2020-04-12,JOHNSON,50-59,M,1
2020-04-12,JOHNSON,20-29,F,1
2020-04-12,JOHNSON,30-39,M,2
2020-04-12,JOHNSON,40-49,F,2
2020-04-12,JOHNSON,60-69,M,2
2020-04-12,JOHNSON,40-49,M,2
2020-04-12,KOSCIUSKO,60-69,M,1
2020-04-12,LAGRANGE,60-69,F,1
2020-04-12,LAKE,30-39,F,5
2020-04-12,LAKE,70-79,F,2
2020-04-12,LAKE,40-49,M,6
2020-04-12,LAKE,20-29,F,3
2020-04-12,LAKE,60-69,F,4
2020-04-12,LAKE,80+,M,1
2020-04-12,LAKE,50-59,F,4
2020-04-12,LAKE,50-59,M,1
2020-04-12,LAKE,30-39,M,2
2020-04-12,LAKE,40-49,F,5
2020-04-12,LAKE,20-29,M,2
2020-04-12,LAKE,70-79,M,3
2020-04-12,LAKE,60-69,M,7
2020-04-12,LAKE,80+,F,4
2020-04-12,LAPORTE,50-59,M,1
2020-04-12,LAWRENCE,40-49,M,1
2020-04-12,LAWRENCE,20-29,F,1
2020-04-12,LAWRENCE,60-69,F,1
2020-04-12,MADISON,20-29,F,2
2020-04-12,MADISON,70-79,M,1
2020-04-12,MADISON,60-69,F,1
2020-04-12,MADISON,40-49,F,1
2020-04-12,MADISON,20-29,M,1
2020-04-12,MADISON,30-39,F,1
2020-04-12,MADISON,30-39,M,1
2020-04-12,MADISON,50-59,F,1
2020-04-12,MARION,80+,F,18
2020-04-12,MARION,70-79,M,4
2020-04-12,MARION,50-59,F,11
2020-04-12,MARION,20-29,F,8
2020-04-12,MARION,20-29,M,9
2020-04-12,MARION,0-19,F,1
2020-04-12,MARION,30-39,M,10
2020-04-12,MARION,30-39,F,10
2020-04-12,MARION,60-69,F,10
2020-04-12,MARION,40-49,F,7
2020-04-12,MARION,80+,M,4
2020-04-12,MARION,40-49,M,5
2020-04-12,MARION,0-19,M,3
2020-04-12,MARION,50-59,M,14
2020-04-12,MARION,70-79,F,7
2020-04-12,MARION,60-69,M,7
2020-04-12,MONROE,50-59,M,1
2020-04-12,MONROE,30-39,F,1
2020-04-12,MONROE,60-69,F,1
2020-04-12,MONROE,50-59,F,1
2020-04-12,MORGAN,40-49,F,1
2020-04-12,MORGAN,80+,F,1
2020-04-12,NEWTON,50-59,M,1
2020-04-12,NEWTON,70-79,F,1
2020-04-12,NOBLE,50-59,M,1
2020-04-12,ORANGE,70-79,M,1
2020-04-12,PORTER,50-59,M,2
2020-04-12,PUTNAM,60-69,M,1
2020-04-12,RANDOLPH,30-39,M,1
2020-04-12,RIPLEY,50-59,M,1
2020-04-12,RUSH,50-59,F,1
2020-04-12,SHELBY,40-49,M,1
2020-04-12,SHELBY,30-39,M,1
2020-04-12,SHELBY,50-59,F,1
2020-04-12,SHELBY,60-69,F,1
2020-04-12,ST JOSEPH,60-69,F,1
2020-04-12,ST JOSEPH,20-29,M,1
2020-04-12,ST JOSEPH,30-39,F,1
2020-04-12,ST JOSEPH,50-59,F,1
2020-04-12,STARKE,60-69,U,1
2020-04-12,TIPPECANOE,20-29,F,1
2020-04-12,TIPTON,50-59,F,1
2020-04-12,VANDERBURGH,50-59,M,1
2020-04-12,VANDERBURGH,20-29,M,1
2020-04-12,WARRICK,50-59,F,1
2020-04-12,WARRICK,40-49,F,1
2020-04-12,WASHINGTON,50-59,F,1
2020-04-12,WAYNE,0-19,F,1
2020-04-12,WAYNE,50-59,F,1
2020-04-12,WHITLEY,50-59,M,1
2020-04-13,ADAMS,70-79,M,1
2020-04-13,ALLEN,0-19,M,1
2020-04-13,ALLEN,60-69,M,1
2020-04-13,ALLEN,70-79,M,3
2020-04-13,ALLEN,60-69,F,1
