state,county,cases,deaths,cases2,deaths2,date1,date2
Pennsylvania,Bradford,31,5,29,5,2020-04-21,2020-04-22
South Carolina,Newberry,22,1,21,1,2020-04-21,2020-04-22
Tennessee,Scott,12,0,11,0,2020-04-21,2020-04-22
Tennessee,DeKalb,12,0,10,0,2020-04-21,2020-04-22
Texas,Taylor,164,3,164,2,2020-04-21,2020-04-22
Texas,Caldwell,9,0,8,0,2020-04-21,2020-04-22
Virginia,Williamsburg city,15,1,14,1,2020-04-21,2020-04-22
Virginia,Shenandoah,45,1,53,0,2020-04-21,2020-04-22
Virginia,New Kent,20,2,20,1,2020-04-21,2020-04-22
Alabama,Tuscaloosa,165,1,173,0,2020-04-22,2020-04-23
Alabama,Lee,331,21,340,20,2020-04-22,2020-04-23
Alabama,Mobile,759,39,810,38,2020-04-22,2020-04-23
Alabama,Walker,90,0,89,0,2020-04-22,2020-04-23
Alabama,Cherokee,13,0,12,0,2020-04-22,2020-04-23
Alabama,Dallas,30,2,29,2,2020-04-22,2020-04-23
Alabama,Wilcox,50,1,52,0,2020-04-22,2020-04-23
Alabama,Marengo,40,3,38,3,2020-04-22,2020-04-23
Alabama,Randolph,60,4,58,4,2020-04-22,2020-04-23
Alabama,Bibb,34,0,33,0,2020-04-22,2020-04-23
Alabama,Hale,36,1,37,0,2020-04-22,2020-04-23
Colorado,Archuleta,9,0,8,0,2020-04-22,2020-04-23
Florida,Santa Rosa,144,6,141,6,2020-04-22,2020-04-23
Florida,Hernando,84,3,83,3,2020-04-22,2020-04-23
Georgia,Dougherty,1479,106,1478,109,2020-04-22,2020-04-23
Georgia,Chatham,193,7,199,6,2020-04-22,2020-04-23
Georgia,Greene,50,1,49,1,2020-04-22,2020-04-23
Georgia,Telfair,17,0,16,0,2020-04-22,2020-04-23
Georgia,Stewart,18,0,17,0,2020-04-22,2020-04-23
Indiana,Wells,6,0,5,0,2020-04-22,2020-04-23
Indiana,Marshall,26,1,25,1,2020-04-22,2020-04-23
Iowa,Madison,4,1,3,1,2020-04-22,2020-04-23
Kansas,Bourbon,7,1,6,1,2020-04-22,2020-04-23
Kentucky,Wayne,7,0,6,0,2020-04-22,2020-04-23
Kentucky,Grant,19,3,18,3,2020-04-22,2020-04-23
Louisiana,St. James,231,18,235,17,2020-04-22,2020-04-23
Louisiana,Beauregard,36,2,35,2,2020-04-22,2020-04-23
Louisiana,Grant,12,0,11,0,2020-04-22,2020-04-23
Louisiana,Sabine,14,0,13,0,2020-04-22,2020-04-23
Michigan,Clinton,106,7,105,8,2020-04-22,2020-04-23
Michigan,Emmet,22,2,21,2,2020-04-22,2020-04-23
Michigan,Van Buren,36,2,35,2,2020-04-22,2020-04-23
Michigan,Montmorency,6,0,5,0,2020-04-22,2020-04-23
Mississippi,Wilkinson,66,6,65,6,2020-04-22,2020-04-23
Missouri,Greene,83,8,82,8,2020-04-22,2020-04-23
Missouri,Lincoln,37,1,35,1,2020-04-22,2020-04-23
New York,Essex,28,0,22,0,2020-04-22,2020-04-23
North Carolina,Johnston,122,10,121,10,2020-04-22,2020-04-23
North Carolina,Cumberland,129,6,137,5,2020-04-22,2020-04-23
Ohio,Huron,25,2,24,1,2020-04-22,2020-04-23
Ohio,Erie,44,3,43,3,2020-04-22,2020-04-23
Ohio,Paulding,8,0,7,0,2020-04-22,2020-04-23
Oklahoma,Seminole,9,1,8,1,2020-04-22,2020-04-23
Pennsylvania,Montgomery,3294,230,3395,204,2020-04-22,2020-04-23
Pennsylvania,Monroe,1015,48,1024,46,2020-04-22,2020-04-23
Pennsylvania,Bucks,2067,126,2197,118,2020-04-22,2020-04-23
Pennsylvania,Chester,977,67,1017,64,2020-04-22,2020-04-23
Pennsylvania,Allegheny,1088,74,1149,69,2020-04-22,2020-04-23
Pennsylvania,Luzerne,1848,60,1880,58,2020-04-22,2020-04-23
Pennsylvania,Beaver,317,47,319,46,2020-04-22,2020-04-23
Pennsylvania,York,531,14,546,13,2020-04-22,2020-04-23
Pennsylvania,Franklin,152,10,151,10,2020-04-22,2020-04-23
Pennsylvania,Butler,164,7,164,6,2020-04-22,2020-04-23
Pennsylvania,Cambria,21,2,20,2,2020-04-22,2020-04-23
Pennsylvania,Armstrong,39,2,32,2,2020-04-22,2020-04-23
Pennsylvania,Bradford,29,5,28,5,2020-04-22,2020-04-23
Pennsylvania,Warren,2,1,1,1,2020-04-22,2020-04-23
Pennsylvania,Tioga,15,2,14,2,2020-04-22,2020-04-23
South Carolina,Lancaster,80,3,79,3,2020-04-22,2020-04-23
South Carolina,Dorchester,85,1,84,1,2020-04-22,2020-04-23
South Carolina,Cherokee,14,0,13,0,2020-04-22,2020-04-23
Tennessee,Jefferson,17,0,16,0,2020-04-22,2020-04-23
Tennessee,Campbell,14,1,13,1,2020-04-22,2020-04-23
Tennessee,Gibson,33,1,32,1,2020-04-22,2020-04-23
Tennessee,Cannon,11,0,10,0,2020-04-22,2020-04-23
Tennessee,Decatur,5,0,4,0,2020-04-22,2020-04-23
Tennessee,Marshall,24,1,22,1,2020-04-22,2020-04-23
Texas,Hunt,38,2,37,2,2020-04-22,2020-04-23
Texas,Liberty,37,0,36,0,2020-04-22,2020-04-23
Texas,Maverick,15,0,14,0,2020-04-22,2020-04-23
Texas,Waller,27,0,25,0,2020-04-22,2020-04-23
Vermont,Franklin,92,4,90,5,2020-04-22,2020-04-23
Washington,San Juan,16,0,14,0,2020-04-22,2020-04-23
West Virginia,Monongalia,90,5,89,4,2020-04-22,2020-04-23
West Virginia,Roane,5,0,4,0,2020-04-22,2020-04-23
Alabama,Madison,205,4,202,4,2020-04-23,2020-04-24
Alabama,Lauderdale,25,3,25,2,2020-04-23,2020-04-24
Alabama,Houston,78,3,76,3,2020-04-23,2020-04-24
Alabama,Russell,54,0,53,0,2020-04-23,2020-04-24
Alabama,Clarke,25,1,24,1,2020-04-23,2020-04-24
Alabama,Coffee,80,1,87,0,2020-04-23,2020-04-24
Arizona,Gila,12,0,11,0,2020-04-23,2020-04-24
California,San Diego,2643,112,2826,102,2020-04-23,2020-04-24
California,Alameda,1350,53,1422,48,2020-04-23,2020-04-24
Florida,Duval,956,17,955,18,2020-04-23,2020-04-24
Georgia,Lee,298,19,297,18,2020-04-23,2020-04-24
Georgia,Dougherty,1478,109,1465,108,2020-04-23,2020-04-24
Georgia,Miller,26,0,24,0,2020-04-23,2020-04-24
Georgia,Terrell,162,18,165,17,2020-04-23,2020-04-24
Georgia,Worth,142,9,138,9,2020-04-23,2020-04-24
Georgia,Butts,126,2,125,2,2020-04-23,2020-04-24
Georgia,Irwin,17,1,15,1,2020-04-23,2020-04-24
Georgia,Mitchell,290,24,288,24,2020-04-23,2020-04-24
Georgia,Decatur,61,1,59,1,2020-04-23,2020-04-24
Georgia,Thomas,158,16,157,16,2020-04-23,2020-04-24
Georgia,Johnson,38,1,36,1,2020-04-23,2020-04-24
Illinois,Ford,8,1,7,1,2020-04-23,2020-04-24
Illinois,De Witt,2,0,1,0,2020-04-23,2020-04-24
Indiana,Randolph,14,2,13,2,2020-04-23,2020-04-24
Indiana,Benton,6,0,5,0,2020-04-23,2020-04-24
Iowa,Jefferson,7,0,6,0,2020-04-23,2020-04-24
Iowa,Plymouth,9,0,8,0,2020-04-23,2020-04-24
Louisiana,Webster,81,4,80,4,2020-04-23,2020-04-24
Louisiana,Avoyelles,71,7,69,7,2020-04-23,2020-04-24
Louisiana,East Feliciana,106,10,105,10,2020-04-23,2020-04-24
Louisiana,Pointe Coupee,86,11,88,10,2020-04-23,2020-04-24
Michigan,Midland,51,3,50,3,2020-04-23,2020-04-24
Michigan,Van Buren,35,2,34,2,2020-04-23,2020-04-24
Mississippi,Franklin,17,0,16,0,2020-04-23,2020-04-24
Mississippi,Amite,24,1,23,0,2020-04-23,2020-04-24
Mississippi,Wayne,17,0,16,0,2020-04-23,2020-04-24
Missouri,Lafayette,33,1,32,1,2020-04-23,2020-04-24
Missouri,Pemiscot,18,1,17,1,2020-04-23,2020-04-24
Missouri,McDonald,5,0,4,0,2020-04-23,2020-04-24
Missouri,Butler,26,0,25,0,2020-04-23,2020-04-24
New Jersey,Atlantic,544,30,566,29,2020-04-23,2020-04-24
North Carolina,Granville,123,5,121,5,2020-04-23,2020-04-24
North Carolina,Person,19,0,18,0,2020-04-23,2020-04-24
North Carolina,Rockingham,22,2,21,2,2020-04-23,2020-04-24
North Carolina,Dare,12,1,11,1,2020-04-23,2020-04-24
Ohio,Montgomery,250,12,251,9,2020-04-23,2020-04-24
Ohio,Fairfield,109,2,108,2,2020-04-23,2020-04-24
Ohio,Pickaway,1661,5,1659,5,2020-04-23,2020-04-24
Ohio,Athens,4,1,3,1,2020-04-23,2020-04-24
Oklahoma,Woodward,2,0,1,0,2020-04-23,2020-04-24
Oregon,Douglas,24,0,23,0,2020-04-23,2020-04-24
South Carolina,Greenville,558,13,557,15,2020-04-23,2020-04-24
South Carolina,Florence,195,8,225,7,2020-04-23,2020-04-24
Tennessee,Robertson,126,0,125,0,2020-04-23,2020-04-24
Tennessee,Stewart,7,0,6,0,2020-04-23,2020-04-24
Virginia,Falls Church city,25,2,24,2,2020-04-23,2020-04-24
West Virginia,Putnam,17,0,16,0,2020-04-23,2020-04-24
West Virginia,Roane,4,0,3,0,2020-04-23,2020-04-24
Wisconsin,Kewaunee,10,1,9,1,2020-04-23,2020-04-24
